알라딘 전분야 카테고리 (2021.09.27),,,,,,,,,
"카테고리는 거의 변경되지않습니다만, 경우에 따라 새 카테고리가 추가될 수 있습니다. 따라서 현재 카테고리 체계로 개발이 된 서비스에 영향을 미치지는 않습니다.",,,,,,,,,
CID,카테고리명,몰,1Depth,2Depth,3Depth,4Depth,5Depth,,
155754,얇고빠른,국내도서,고등학교참고서,고등학교 출판사별,NE능률,얇고빠른,,,
155756,내신100신,국내도서,고등학교참고서,고등학교 출판사별,NE능률,내신100신,,,
155759,수능유형PICK,국내도서,고등학교참고서,고등학교 출판사별,NE능률,수능유형PICK,,,
123058,기강잡고,국내도서,고등학교참고서,고등학교 출판사별,NE능률,기강잡고,,,
110333,특급,국내도서,고등학교참고서,고등학교 출판사별,NE능률,특급,,,
152406,하이엔드,국내도서,고등학교참고서,고등학교 출판사별,NE능률,하이엔드,,,
131179,스코어,국내도서,고등학교참고서,고등학교 출판사별,NE능률,스코어,,,
77024,논술/면접/수시,국내도서,고등학교참고서,논술/면접/수시,,,,,
77108,구술면접,국내도서,고등학교참고서,논술/면접/수시,구술면접,,,,
129706,논술정기간행물(고등),국내도서,고등학교참고서,논술/면접/수시,논술정기간행물(고등),,,,
77109,대입논술,국내도서,고등학교참고서,논술/면접/수시,대입논술,,,,
77107,수시적성,국내도서,고등학교참고서,논술/면접/수시,수시적성,,,,
86623,울산대,국내도서,고등학교참고서,논술/면접/수시,수시적성,울산대,,,
87510,금오공과대,국내도서,고등학교참고서,논술/면접/수시,수시적성,금오공과대,,,
87511,평택대,국내도서,고등학교참고서,논술/면접/수시,수시적성,평택대,,,
87534,안양대,국내도서,고등학교참고서,논술/면접/수시,수시적성,안양대,,,
87540,서강대,국내도서,고등학교참고서,논술/면접/수시,수시적성,서강대,,,
88708,이화여대,국내도서,고등학교참고서,논술/면접/수시,수시적성,이화여대,,,
87597,호서대,국내도서,고등학교참고서,논술/면접/수시,수시적성,호서대,,,
87478,한밭대,국내도서,고등학교참고서,논술/면접/수시,수시적성,한밭대,,,
87054,동덕여대,국내도서,고등학교참고서,논술/면접/수시,수시적성,동덕여대,,,
127364,삼육대,국내도서,고등학교참고서,논술/면접/수시,수시적성,삼육대,,,
111577,부산대,국내도서,고등학교참고서,논술/면접/수시,수시적성,부산대,,,
111911,서울시립대,국내도서,고등학교참고서,논술/면접/수시,수시적성,서울시립대,,,
111912,덕성여대,국내도서,고등학교참고서,논술/면접/수시,수시적성,덕성여대,,,
111913,서울여대,국내도서,고등학교참고서,논술/면접/수시,수시적성,서울여대,,,
86082,연세대,국내도서,고등학교참고서,논술/면접/수시,수시적성,연세대,,,
77137,_통합편,국내도서,고등학교참고서,논술/면접/수시,수시적성,_통합편,,,
77138,가천대,국내도서,고등학교참고서,논술/면접/수시,수시적성,가천대,,,
77139,가톨릭대,국내도서,고등학교참고서,논술/면접/수시,수시적성,가톨릭대,,,
77140,강남대,국내도서,고등학교참고서,논술/면접/수시,수시적성,강남대,,,
77141,강원대,국내도서,고등학교참고서,논술/면접/수시,수시적성,강원대,,,
77142,건국대,국내도서,고등학교참고서,논술/면접/수시,수시적성,건국대,,,
77143,경기대,국내도서,고등학교참고서,논술/면접/수시,수시적성,경기대,,,
77144,경북대,국내도서,고등학교참고서,논술/면접/수시,수시적성,경북대,,,
77145,경성대,국내도서,고등학교참고서,논술/면접/수시,수시적성,경성대,,,
77146,경원대,국내도서,고등학교참고서,논술/면접/수시,수시적성,경원대,,,
77147,경희대,국내도서,고등학교참고서,논술/면접/수시,수시적성,경희대,,,
77148,고려대,국내도서,고등학교참고서,논술/면접/수시,수시적성,고려대,,,
77149,광운대,국내도서,고등학교참고서,논술/면접/수시,수시적성,광운대,,,
77150,단국대,국내도서,고등학교참고서,논술/면접/수시,수시적성,단국대,,,
77151,명지대,국내도서,고등학교참고서,논술/면접/수시,수시적성,명지대,,,
77152,서경대,국내도서,고등학교참고서,논술/면접/수시,수시적성,서경대,,,
77153,서울과학기술대,국내도서,고등학교참고서,논술/면접/수시,수시적성,서울과학기술대,,,
77154,성결대,국내도서,고등학교참고서,논술/면접/수시,수시적성,성결대,,,
77155,성균관대,국내도서,고등학교참고서,논술/면접/수시,수시적성,성균관대,,,
77156,세종대,국내도서,고등학교참고서,논술/면접/수시,수시적성,세종대,,,
77157,수원대,국내도서,고등학교참고서,논술/면접/수시,수시적성,수원대,,,
77158,숙명여대,국내도서,고등학교참고서,논술/면접/수시,수시적성,숙명여대,,,
77159,아주대,국내도서,고등학교참고서,논술/면접/수시,수시적성,아주대,,,
77160,을지대,국내도서,고등학교참고서,논술/면접/수시,수시적성,을지대,,,
77161,인하대,국내도서,고등학교참고서,논술/면접/수시,수시적성,인하대,,,
77162,중앙대,국내도서,고등학교참고서,논술/면접/수시,수시적성,중앙대,,,
77163,한국기술교육대,국내도서,고등학교참고서,논술/면접/수시,수시적성,한국기술교육대,,,
77164,한국산업기술대,국내도서,고등학교참고서,논술/면접/수시,수시적성,한국산업기술대,,,
77165,한국외국어대,국내도서,고등학교참고서,논술/면접/수시,수시적성,한국외국어대,,,
77166,한국항공대,국내도서,고등학교참고서,논술/면접/수시,수시적성,한국항공대,,,
77167,한성대,국내도서,고등학교참고서,논술/면접/수시,수시적성,한성대,,,
77168,한신대,국내도서,고등학교참고서,논술/면접/수시,수시적성,한신대,,,
77169,한양대,국내도서,고등학교참고서,논술/면접/수시,수시적성,한양대,,,
77170,홍익대,국내도서,고등학교참고서,논술/면접/수시,수시적성,홍익대,,,
111963,동국대,국내도서,고등학교참고서,논술/면접/수시,수시적성,동국대,,,
87450,대진대,국내도서,고등학교참고서,논술/면접/수시,수시적성,대진대,,,
120730,항공대,국내도서,고등학교참고서,논술/면접/수시,수시적성,항공대,,,
77110,입시자료집,국내도서,고등학교참고서,논술/면접/수시,입시자료집,,,,
77111,입학사정관/자기소개서,국내도서,고등학교참고서,논술/면접/수시,입학사정관/자기소개서,,,,
77022,수능대비,국내도서,고등학교참고서,수능대비,,,,,
77123,과학탐구,국내도서,고등학교참고서,수능대비,과학탐구,,,,
77119,국어영역,국내도서,고등학교참고서,수능대비,국어영역,,,,
77124,기타영역,국내도서,고등학교참고서,수능대비,기타영역,,,,
77122,사회탐구,국내도서,고등학교참고서,수능대비,사회탐구,,,,
77120,수학영역,국내도서,고등학교참고서,수능대비,수학영역,,,,
77121,영어영역,국내도서,고등학교참고서,수능대비,영어영역,,,,
124816,한국사,국내도서,고등학교참고서,수능대비,한국사,,,,
77023,수능모의고사/기출,국내도서,고등학교참고서,수능모의고사/기출,,,,,
77117,과학탐구,국내도서,고등학교참고서,수능모의고사/기출,과학탐구,,,,
77113,국어영역,국내도서,고등학교참고서,수능모의고사/기출,국어영역,,,,
77118,기타영역,국내도서,고등학교참고서,수능모의고사/기출,기타영역,,,,
77116,사회탐구,국내도서,고등학교참고서,수능모의고사/기출,사회탐구,,,,
77114,수학영역,국내도서,고등학교참고서,수능모의고사/기출,수학영역,,,,
77115,영어영역,국내도서,고등학교참고서,수능모의고사/기출,영어영역,,,,
124817,한국사,국내도서,고등학교참고서,수능모의고사/기출,한국사,,,,
77025,학습자료,국내도서,고등학교참고서,학습자료,,,,,
77106,공부자료,국내도서,고등학교참고서,학습자료,공부자료,,,,
84906,기타,국내도서,고등학교참고서,학습자료,기타,,,,
77441,EBS 고등,국내도서,고등학교참고서,EBS 고등,,,,,
77443,_고1,국내도서,고등학교참고서,EBS 고등,_고1,,,,
77444,_고2,국내도서,고등학교참고서,EBS 고등,_고2,,,,
77445,_고3,국내도서,고등학교참고서,EBS 고등,_고3,,,,
156738,3주/4주특강,국내도서,고등학교참고서,EBS 고등,3주/4주특강,,,,
140744,개념완성,국내도서,고등학교참고서,EBS 고등,개념완성,,,,
160143,고난도시크릿X,국내도서,고등학교참고서,EBS 고등,고난도시크릿X,,,,
77463,고등예비과정,국내도서,고등학교참고서,EBS 고등,고등예비과정,,,,
130619,국공따,국내도서,고등학교참고서,EBS 고등,국공따,,,,
132040,국어독해의원리,국내도서,고등학교참고서,EBS 고등,국어독해의원리,,,,
132693,국어문법의원리,국내도서,고등학교참고서,EBS 고등,국어문법의원리,,,,
131959,기출의미래,국내도서,고등학교참고서,EBS 고등,기출의미래,,,,
174495,뉴수능스타트,국내도서,고등학교참고서,EBS 고등,뉴수능스타트,,,,
150821,단기특강 길잡이,국내도서,고등학교참고서,EBS 고등,단기특강 길잡이,,,,
89943,만점마무리,국내도서,고등학교참고서,EBS 고등,만점마무리,,,,
162309,수능감(感)잡기,국내도서,고등학교참고서,EBS 고등,수능감(感)잡기,,,,
132577,수능연계교재VOCA,국내도서,고등학교참고서,EBS 고등,수능연계교재VOCA,,,,
77461,수능완성,국내도서,고등학교참고서,EBS 고등,수능완성,,,,
186923,수능완성 사용설명서,국내도서,고등학교참고서,EBS 고등,수능완성 사용설명서,,,,
178753,수능의 7대함정,국내도서,고등학교참고서,EBS 고등,수능의 7대함정,,,,
77456,수능특강,국내도서,고등학교참고서,EBS 고등,수능특강,,,,
153256,수능특강 사용설명서,국내도서,고등학교참고서,EBS 고등,수능특강 사용설명서,,,,
181138,수능특강 연계기출,국내도서,고등학교참고서,EBS 고등,수능특강 연계기출,,,,
110069,수능특강 Light,국내도서,고등학교참고서,EBS 고등,수능특강 Light,,,,
180299,수능특강Q,국내도서,고등학교참고서,EBS 고등,수능특강Q,,,,
162718,수학의왕도,국내도서,고등학교참고서,EBS 고등,수학의왕도,,,,
87913,올림포스,국내도서,고등학교참고서,EBS 고등,올림포스,,,,
140748,올림포스 고난도,국내도서,고등학교참고서,EBS 고등,올림포스 고난도,,,,
140749,올림포스 닥터링,국내도서,고등학교참고서,EBS 고등,올림포스 닥터링,,,,
175607,올림포스 전국연합,국내도서,고등학교참고서,EBS 고등,올림포스 전국연합,,,,
128160,파이널 실전모의고사,국내도서,고등학교참고서,EBS 고등,파이널 실전모의고사,,,,
132036,English Power,국내도서,고등학교참고서,EBS 고등,English Power,,,,
161902,2020EBSi,국내도서,고등학교참고서,EBS 고등,i강의노트,2020EBSi,,,
175960,2021EBSi,국내도서,고등학교참고서,EBS 고등,i강의노트,2021EBSi,,,
151062,2019EBSi,국내도서,고등학교참고서,EBS 고등,i강의노트,2019EBSi,,,
77450,i강의노트,국내도서,고등학교참고서,EBS 고등,i강의노트,,,,
2105,고전,국내도서,고전,,,,,,
2330,경제학고전,국내도서,고전,경제학고전,,,,,
4527,고사성어/속담,국내도서,고전,고사성어/속담,,,,,
2094,고전에서배운다,국내도서,고전,고전에서배운다,,,,,
2344,과학고전,국내도서,고전,과학고전,,,,,
2310,군사고전,국내도서,고전,군사고전,,,,,
2095,다시쓴고전,국내도서,고전,다시쓴고전,,,,,
2123,동양고전문학,국내도서,고전,동양고전문학,,,,,
4378,기타 동양고전,국내도서,고전,동양고전문학,기타 동양고전,,,,
4655,중국고전-산문,국내도서,고전,동양고전문학,중국고전-산문,,,,
12390,중국고전-시가,국내도서,고전,동양고전문학,중국고전-시가,,,,
2124,동양고전사상,국내도서,고전,동양고전사상,,,,,
4438,기타 동양고전사상,국내도서,고전,동양고전사상,기타 동양고전사상,,,,
4437,도가사상,국내도서,고전,동양고전사상,도가사상,,,,
4436,유가사상,국내도서,고전,동양고전사상,유가사상,,,,
2125,서양고전문학,국내도서,고전,서양고전문학,,,,,
2149,서양고대문학,국내도서,고전,서양고전문학,서양고대문학,,,,
2314,서양근대문학,국내도서,고전,서양고전문학,서양근대문학,,,,
2138,서양중세문학,국내도서,고전,서양고전문학,서양중세문학,,,,
222,서양현대고전,국내도서,고전,서양고전문학,서양현대고전,,,,
2126,서양고전사상,국내도서,고전,서양고전사상,,,,,
2121,우리나라 옛글,국내도서,고전,우리나라 옛글,,,,,
4440,산문,국내도서,고전,우리나라 옛글,산문,,,,
4441,시가,국내도서,고전,우리나라 옛글,시가,,,,
7459,위대한 작가들,국내도서,고전,위대한 작가들,,,,,
987,과학,국내도서,과학,,,,,,
51038,공학,국내도서,과학,공학,,,,,
51365,공학 일반,국내도서,과학,공학,공학 일반,,,,
51355,기계공학,국내도서,과학,공학,기계공학,,,,
51357,전기/전자공학,국내도서,과학,공학,전기/전자공학,,,,
51358,토목/건축공학,국내도서,과학,공학,토목/건축공학,,,,
51361,화학공학,국내도서,과학,공학,화학공학,,,,
51363,환경공학,국내도서,과학,공학,환경공학,,,,
51007,과학사회학(STS),국내도서,과학,과학사회학(STS),,,,,
51005,과학의 이해,국내도서,과학,과학의 이해,,,,,
51160,과학고전,국내도서,과학,과학의 이해,과학고전,,,,
51095,과학사/기술사,국내도서,과학,과학의 이해,과학사/기술사,,,,
51098,과학사상,국내도서,과학,과학의 이해,과학사상,,,,
51183,과학전문사전,국내도서,과학,과학의 이해,과학전문사전,,,,
51187,동양과학,국내도서,과학,과학의 이해,동양과학,,,,
51189,정신과학,국내도서,과학,과학의 이해,정신과학,,,,
51185,현대과학,국내도서,과학,과학의 이해,현대과학,,,,
51010,과학자의 생애,국내도서,과학,과학자의 생애,,,,,
51002,기초과학/교양과학,국내도서,과학,기초과학/교양과학,,,,,
51045,농업,국내도서,과학,농업,,,,,
120980,농업일반,국내도서,과학,농업,농업일반,,,,
120981,생태농업,국내도서,과학,농업,생태농업,,,,
51013,뇌과학,국내도서,과학,뇌과학,,,,,
51194,뇌과학 일반,국내도서,과학,뇌과학,뇌과학 일반,,,,
51197,두뇌계발,국내도서,과학,뇌과학,두뇌계발,,,,
51022,동물과 식물,국내도서,과학,동물과 식물,,,,,
51285,곤충,국내도서,과학,동물과 식물,곤충,,,,
51283,꽃과 나무,국내도서,과학,동물과 식물,꽃과 나무,,,,
51290,동물 일반,국내도서,과학,동물과 식물,동물 일반,,,,
51281,동물도감,국내도서,과학,동물과 식물,동물도감,,,,
51287,새,국내도서,과학,동물과 식물,새,,,,
51289,식물 일반,국내도서,과학,동물과 식물,식물 일반,,,,
51279,식물도감,국내도서,과학,동물과 식물,식물도감,,,,
51288,해양생물,국내도서,과학,동물과 식물,해양생물,,,,
51024,물리학,국내도서,과학,물리학,,,,,
51293,고전물리학,국내도서,과학,물리학,고전물리학,,,,
51301,물리학 일반,국내도서,과학,물리학,물리학 일반,,,,
51294,상대성이론,국내도서,과학,물리학,상대성이론,,,,
51291,쉽게 배우는 물리학,국내도서,과학,물리학,쉽게 배우는 물리학,,,,
51296,양자역학,국내도서,과학,물리학,양자역학,,,,
51298,응용물리,국내도서,과학,물리학,응용물리,,,,
51299,전자기학,국내도서,과학,물리학,전자기학,,,,
51292,현대물리학,국내도서,과학,물리학,현대물리학,,,,
51043,발명/발견,국내도서,과학,발명/발견,,,,,
51275,법의학,국내도서,과학,법의학,,,,,
51015,생명과학,국내도서,과학,생명과학,,,,,
51202,바이오테크놀로지,국내도서,과학,생명과학,바이오테크놀로지,,,,
51205,생명과학,국내도서,과학,생명과학,생명과학,,,,
51208,생물학,국내도서,과학,생명과학,생물학,,,,
51209,생태학,국내도서,과학,생명과학,생태학,,,,
51199,진화론,국내도서,과학,생명과학,진화론,,,,
51039,세계의 불가사의,국내도서,과학,세계의 불가사의,,,,,
51033,수학,국내도서,과학,수학,,,,,
51334,수학 일반,국내도서,과학,수학,수학 일반,,,,
51329,수학사,국내도서,과학,수학,수학사,,,,
51331,수학자의 생애,국내도서,과학,수학,수학자의 생애,,,,
51324,쉽게 배우는 수학,국내도서,과학,수학,쉽게 배우는 수학,,,,
51327,확률/통계학,국내도서,과학,수학,확률/통계학,,,,
51272,의학,국내도서,과학,의학,,,,,
51017,인체의 이해,국내도서,과학,인체의 이해,,,,,
51030,지구과학,국내도서,과학,지구과학,,,,,
51318,기상학/기후,국내도서,과학,지구과학,기상학/기후,,,,
51315,지구,국내도서,과학,지구과학,지구,,,,
51317,해양과학,국내도서,과학,지구과학,해양과학,,,,
51027,천문학,국내도서,과학,천문학,,,,,
51307,쉽게 배우는 우주,국내도서,과학,천문학,쉽게 배우는 우주,,,,
51310,우주과학,국내도서,과학,천문학,우주과학,,,,
51312,천문학/별자리/역법,국내도서,과학,천문학,천문학/별자리/역법,,,,
51035,화학,국내도서,과학,화학,,,,,
51337,고분자화학,국내도서,과학,화학,고분자화학,,,,
51339,무기화학,국내도서,과학,화학,무기화학,,,,
51340,물리화학,국내도서,과학,화학,물리화학,,,,
51342,분석화학,국내도서,과학,화학,분석화학,,,,
51349,생화학,국내도서,과학,화학,생화학,,,,
51335,쉽게 배우는 화학,국내도서,과학,화학,쉽게 배우는 화학,,,,
51351,유기화학,국내도서,과학,화학,유기화학,,,,
51353,일반화학,국내도서,과학,화학,일반화학,,,,
1840,금강산 여행 가는 이에게,국내도서,금강산 여행 가는 이에게,금강산 여행 가는 이에게,,,,,
4395,달력/기타,국내도서,달력/기타,,,,,,
24935,2008년 달력,국내도서,달력/기타,2008년 달력/가계부,2008년 달력,,,,
30908,2009년 가계부,국내도서,달력/기타,2009년 달력/가계부,2009년 가계부,,,,
31307,2009년 달력,국내도서,달력/기타,2009년 달력/가계부,2009년 달력,,,,
35698,2010년 가계부,국내도서,달력/기타,2010년 달력/가계부,2010년 가계부,,,,
35697,2010년 달력/다이어리,국내도서,달력/기타,2010년 달력/가계부,2010년 달력/다이어리,,,,
52853,2011년 가계부,국내도서,달력/기타,2011년 달력/가계부,2011년 가계부,,,,
52854,2011년 달력/다이어리,국내도서,달력/기타,2011년 달력/가계부,2011년 달력/다이어리,,,,
68198,2012년 가계부,국내도서,달력/기타,2012년 달력/가계부,2012년 가계부,,,,
68199,2012년 달력/다이어리,국내도서,달력/기타,2012년 달력/가계부,2012년 달력/다이어리,,,,
75906,2013년 가계부,국내도서,달력/기타,2013년 달력/가계부,2013년 가계부,,,,
75905,2013년 달력/다이어리,국내도서,달력/기타,2013년 달력/가계부,2013년 달력/다이어리,,,,
89053,2014년 가계부,국내도서,달력/기타,2014년 달력/가계부,2014년 가계부,,,,
89052,2014년 달력/다이어리,국내도서,달력/기타,2014년 달력/가계부,2014년 달력/다이어리,,,,
112485,2015년 가계부,국내도서,달력/기타,2015년 달력/가계부,2015년 가계부,,,,
112486,2015년 달력/다이어리,국내도서,달력/기타,2015년 달력/가계부,2015년 달력/다이어리,,,,
121462,2016년 가계부,국내도서,달력/기타,2016년 달력/가계부,2016년 가계부,,,,
121480,2016년 달력/다이어리,국내도서,달력/기타,2016년 달력/가계부,2016년 달력/다이어리,,,,
129742,2017년 가계부,국내도서,달력/기타,2017년 달력/가계부,2017년 가계부,,,,
129743,2017년 달력/다이어리,국내도서,달력/기타,2017년 달력/가계부,2017년 달력/다이어리,,,,
138301,2018년 가계부,국내도서,달력/기타,2018년 달력/가계부,2018년 가계부,,,,
138302,2018년 달력/다이어리,국내도서,달력/기타,2018년 달력/가계부,2018년 달력/다이어리,,,,
148652,2019년 가계부,국내도서,달력/기타,2019년 달력/가계부,2019년 가계부,,,,
148653,2019년 달력/다이어리,국내도서,달력/기타,2019년 달력/가계부,2019년 달력/다이어리,,,,
160485,2020년 가계부,국내도서,달력/기타,2020년 달력/가계부,2020년 가계부,,,,
167672,2020년 다이어리,국내도서,달력/기타,2020년 달력/가계부,2020년 다이어리,,,,
160486,2020년 달력,국내도서,달력/기타,2020년 달력/가계부,2020년 달력,,,,
173152,2021년 가계부,국내도서,달력/기타,2021년 가계부,,,,,
173153,2021년 다이어리,국내도서,달력/기타,2021년 다이어리,,,,,
174904,2021년 달력,국내도서,달력/기타,2021년 달력,,,,,
188411,2022년 가계부,국내도서,달력/기타,2022년 가계부,,,,,
186602,2022년 다이어리,국내도서,달력/기타,2022년 다이어리,,,,,
186000,2022년 달력,국내도서,달력/기타,2022년 달력,,,,,
8981,영어로 쓰인 한국서적,국내도서,달력/기타,영어로 쓰인 한국서적,,,,,
8988,기타,국내도서,달력/기타,영어로 쓰인 한국서적,기타,,,,
8982,문학,국내도서,달력/기타,영어로 쓰인 한국서적,문학,,,,
8986,문화와 예술,국내도서,달력/기타,영어로 쓰인 한국서적,문화와 예술,,,,
8983,어린이,국내도서,달력/기타,영어로 쓰인 한국서적,어린이,,,,
8985,여행안내,국내도서,달력/기타,영어로 쓰인 한국서적,여행안내,,,,
8984,역사,국내도서,달력/기타,영어로 쓰인 한국서적,역사,,,,
8987,한국사회,국내도서,달력/기타,영어로 쓰인 한국서적,한국사회,,,,
6653,오디오북,국내도서,달력/기타,오디오북,,,,,
6657,가정/실용 오디오북,국내도서,달력/기타,오디오북,가정/실용 오디오북,,,,
6655,경영/자기계발 오디오북,국내도서,달력/기타,오디오북,경영/자기계발 오디오북,,,,
6654,문학 오디오북,국내도서,달력/기타,오디오북,문학 오디오북,,,,
6656,종교 오디오북,국내도서,달력/기타,오디오북,종교 오디오북,,,,
167572,출판사 제작 상품,국내도서,달력/기타,출판사 제작 상품,,,,,
184996,큰글자책,국내도서,달력/기타,큰글자책,,,,,
8257,대학교재/전문서적,국내도서,대학교재/전문서적,,,,,,
8261,경상계열,국내도서,대학교재/전문서적,경상계열,,,,,
8557,경영학,국내도서,대학교재/전문서적,경상계열,경영학,,,,
8560,경제학,국내도서,대학교재/전문서적,경상계열,경제학,,,,
8561,광고/마케팅,국내도서,대학교재/전문서적,경상계열,광고/마케팅,,,,
8562,무역,국내도서,대학교재/전문서적,경상계열,무역,,,,
15954,부동산,국내도서,대학교재/전문서적,경상계열,부동산,,,,
8563,세무/회계,국내도서,대학교재/전문서적,경상계열,세무/회계,,,,
8564,재무/금융,국내도서,대학교재/전문서적,경상계열,재무/금융,,,,
8565,통계,국내도서,대학교재/전문서적,경상계열,통계,,,,
8262,공학계열,국내도서,대학교재/전문서적,공학계열,,,,,
8470,건축공학,국내도서,대학교재/전문서적,공학계열,건축공학,,,,
32964,구조역학,국내도서,대학교재/전문서적,공학계열,건축공학,구조역학,,,
8569,조경학,국내도서,대학교재/전문서적,공학계열,건축공학,조경학,,,
8495,건축설계,국내도서,대학교재/전문서적,공학계열,건축공학,건축설계,,,
8496,건축사/건축일반,국내도서,대학교재/전문서적,공학계열,건축공학,건축사/건축일반,,,
8497,실내건축,국내도서,대학교재/전문서적,공학계열,건축공학,실내건축,,,
8498,건축시공,국내도서,대학교재/전문서적,공학계열,건축공학,건축시공,,,
8499,건축설비/재료,국내도서,대학교재/전문서적,공학계열,건축공학,건축설비/재료,,,
51702,공학일반,국내도서,대학교재/전문서적,공학계열,공학일반,,,,
8468,기계공학,국내도서,대학교재/전문서적,공학계열,기계공학,,,,
8570,응용기계,국내도서,대학교재/전문서적,공학계열,기계공학,응용기계,,,
8489,기초역학/열역학/역학일반,국내도서,대학교재/전문서적,공학계열,기계공학,기초역학/열역학/역학일반,,,
8490,기계설계/공작,국내도서,대학교재/전문서적,공학계열,기계공학,기계설계/공작,,,
8491,자동차공학,국내도서,대학교재/전문서적,공학계열,기계공학,자동차공학,,,
8492,메카트로닉스,국내도서,대학교재/전문서적,공학계열,기계공학,메카트로닉스,,,
8493,자동화,국내도서,대학교재/전문서적,공학계열,기계공학,자동화,,,
8494,기계공학 일반,국내도서,대학교재/전문서적,공학계열,기계공학,기계공학 일반,,,
8511,도시계획/설계,국내도서,대학교재/전문서적,공학계열,도시/환경공학,도시계획/설계,,,
8512,환경학,국내도서,대학교재/전문서적,공학계열,도시/환경공학,환경학,,,
8513,교통공학,국내도서,대학교재/전문서적,공학계열,도시/환경공학,교통공학,,,
8472,도시/환경공학,국내도서,대학교재/전문서적,공학계열,도시/환경공학,,,,
26799,산업공학,국내도서,대학교재/전문서적,공학계열,산업공학,,,,
8474,우주/해양/조선 기타공학,국내도서,대학교재/전문서적,공학계열,우주/해양/조선 기타공학,,,,
8469,전기전자공학,국내도서,대학교재/전문서적,공학계열,전기전자공학,,,,
8578,신호처리/제어,국내도서,대학교재/전문서적,공학계열,전기전자공학,신호처리/제어,,,
8536,전기설비,국내도서,대학교재/전문서적,공학계열,전기전자공학,전기설비,,,
8567,반도체공학,국내도서,대학교재/전문서적,공학계열,전기전자공학,반도체공학,,,
8475,전기전자 개론,국내도서,대학교재/전문서적,공학계열,전기전자공학,전기전자 개론,,,
8476,네트워크/데이터통신,국내도서,대학교재/전문서적,공학계열,전기전자공학,네트워크/데이터통신,,,
8477,회로이론,국내도서,대학교재/전문서적,공학계열,전기전자공학,회로이론,,,
8478,논리회로/전자회로,국내도서,대학교재/전문서적,공학계열,전기전자공학,논리회로/전자회로,,,
8479,전자기학,국내도서,대학교재/전문서적,공학계열,전기전자공학,전자기학,,,
8480,마이크로프로세서,국내도서,대학교재/전문서적,공학계열,전기전자공학,마이크로프로세서,,,
8481,기초실험,국내도서,대학교재/전문서적,공학계열,전기전자공학,기초실험,,,
8537,컴퓨터공학/전산학 개론,국내도서,대학교재/전문서적,공학계열,컴퓨터공학,컴퓨터공학/전산학 개론,,,
32812,그래픽/멀티미디어,국내도서,대학교재/전문서적,공학계열,컴퓨터공학,그래픽/멀티미디어,,,
27660,프로그래밍 언어,국내도서,대학교재/전문서적,공학계열,컴퓨터공학,프로그래밍 언어,,,
28053,네트워크,국내도서,대학교재/전문서적,공학계열,컴퓨터공학,네트워크,,,
8482,운영체제/소프트웨어 공학,국내도서,대학교재/전문서적,공학계열,컴퓨터공학,운영체제/소프트웨어 공학,,,
8483,자료구조,국내도서,대학교재/전문서적,공학계열,컴퓨터공학,자료구조,,,
8484,알고리즘,국내도서,대학교재/전문서적,공학계열,컴퓨터공학,알고리즘,,,
8485,데이터베이스 개론,국내도서,대학교재/전문서적,공학계열,컴퓨터공학,데이터베이스 개론,,,
8486,전산수학,국내도서,대학교재/전문서적,공학계열,컴퓨터공학,전산수학,,,
8487,정보통신 공학,국내도서,대학교재/전문서적,공학계열,컴퓨터공학,정보통신 공학,,,
8488,컴퓨터 구조,국내도서,대학교재/전문서적,공학계열,컴퓨터공학,컴퓨터 구조,,,
8467,컴퓨터공학,국내도서,대학교재/전문서적,공학계열,컴퓨터공학,,,,
8471,토목공학,국내도서,대학교재/전문서적,공학계열,토목공학,,,,
8500,토목공학 기초,국내도서,대학교재/전문서적,공학계열,토목공학,토목공학 기초,,,
8501,토질역학,국내도서,대학교재/전문서적,공학계열,토목공학,토질역학,,,
8502,토목설계/시공,국내도서,대학교재/전문서적,공학계열,토목공학,토목설계/시공,,,
8503,철근 콘크리트,국내도서,대학교재/전문서적,공학계열,토목공학,철근 콘크리트,,,
8504,교량/터널,국내도서,대학교재/전문서적,공학계열,토목공학,교량/터널,,,
8505,고분자,국내도서,대학교재/전문서적,공학계열,화학/금속/재료공학,고분자,,,
8506,신소재,국내도서,대학교재/전문서적,공학계열,화학/금속/재료공학,신소재,,,
8507,섬유/텍스타일,국내도서,대학교재/전문서적,공학계열,화학/금속/재료공학,섬유/텍스타일,,,
8508,금속재료/재료공학,국내도서,대학교재/전문서적,공학계열,화학/금속/재료공학,금속재료/재료공학,,,
8509,기초실험,국내도서,대학교재/전문서적,공학계열,화학/금속/재료공학,기초실험,,,
8510,화학공학 기초,국내도서,대학교재/전문서적,공학계열,화학/금속/재료공학,화학공학 기초,,,
8473,화학/금속/재료공학,국내도서,대학교재/전문서적,공학계열,화학/금속/재료공학,,,,
8263,농축산생명계열,국내도서,대학교재/전문서적,농축산생명계열,,,,,
8393,농림수산학,국내도서,대학교재/전문서적,농축산생명계열,농림수산학,,,,
8392,수의학,국내도서,대학교재/전문서적,농축산생명계열,수의학,,,,
8391,축산,국내도서,대학교재/전문서적,농축산생명계열,축산,,,,
8264,법학계열,국내도서,대학교재/전문서적,법학계열,,,,,
5672,각국법,국내도서,대학교재/전문서적,법학계열,각국법,,,,
8353,국제법,국내도서,대학교재/전문서적,법학계열,국제법,,,,
8381,기타 법률/법규,국내도서,대학교재/전문서적,법학계열,기타 법률/법규,,,,
